CustomerID,CustomerName,Email,Phone,ConnectionType,TariffCategory,ContractKVA,RegionID
300078,Cust_000078,user78@masked.com,9328069129,Residential,B1,6.17,10017
300079,Cust_000079,user79@masked.com,9328069130,Residential,A2,3.98,10043
300080,Cust_000080,user80@masked.com,9328069131,Residential,B1,8.15,10018
300081,Cust_000081,user81@masked.com,9328069132,Residential,A2,6.39,10048
300082,Cust_000082,user82@masked.com,9328069133,Residential,B2,5.4,10138
300083,Cust_000083,user83@masked.com,9328069134,Residential,C1,9.33,10047
300084,Cust_000084,user84@masked.com,9328069135,Residential,A1,7.75,10110
300085,Cust_000085,user85@masked.com,9328069136,Residential,A1,9.54,10160
300086,Cust_000086,user86@masked.com,9328069137,Residential,A1,5.35,10172
300087,Cust_000087,user87@masked.com,9328069138,Residential,B1,7.58,10040
300088,Cust_000088,user88@masked.com,9328069139,Residential,A2,2.51,10008
300089,Cust_000089,user89@masked.com,9328069140,Residential,B2,5.58,10196
300090,Cust_000090,user90@masked.com,9328069141,Residential,B1,2.41,10161
300091,Cust_000091,user91@masked.com,9328069142,Residential,C1,1.29,10129
300092,Cust_000092,user92@masked.com,9328069143,Residential,A2,5.67,10223
300093,Cust_000093,user93@masked.com,9328069144,Residential,C1,3.72,10105
300094,Cust_000094,user94@masked.com,9328069145,Residential,A2,3.88,10124
300095,Cust_000095,user95@masked.com,9328069146,Commercial,B2,31.78,10075
300096,Cust_000096,user96@masked.com,9328069147,Commercial,B2,20.85,10162
300097,Cust_000097,user97@masked.com,9328069148,Residential,B1,1.29,10072
300098,Cust_000098,user98@masked.com,9328069149,Residential,B1,2,10019
300099,Cust_000099,user99@masked.com,9328069150,Commercial,C1,10.48,10224
300100,Cust_000100,user100@masked.com,9328069151,Residential,A2,4.59,10084
300101,Cust_000101,user101@masked.com,9328069152,Residential,B2,4.54,10050
300102,Cust_000102,user102@masked.com,9328069153,Residential,C1,6.37,10082
300103,Cust_000103,user103@masked.com,9328069154,Residential,A1,4.47,10187
300104,Cust_000104,user104@masked.com,9328069155,Residential,A2,5.87,10237
300105,Cust_000105,user105@masked.com,9328069156,Residential,A1,1.49,10072
300106,Cust_000106,user106@masked.com,9328069157,Residential,A2,6.01,10038
300107,Cust_000107,user107@masked.com,9328069158,Residential,A1,3.27,10167
300108,Cust_000108,user108@masked.com,9328069159,Residential,B1,5.83,10034
300109,Cust_000109,user109@masked.com,9328069160,Residential,B1,7.76,10119
300110,Cust_000110,user110@masked.com,9328069161,Residential,A1,9.69,10118
300111,Cust_000111,user111@masked.com,9328069162,Residential,A1,9.96,10031
300112,Cust_000112,user112@masked.com,9328069163,Commercial,A2,26.16,10118
300113,Cust_000113,user113@masked.com,9328069164,Residential,A1,6.24,10100
300114,Cust_000114,user114@masked.com,9328069165,Residential,A2,7.24,10132
300115,Cust_000115,user115@masked.com,9328069166,Residential,A1,8.27,10156
300116,Cust_000116,user116@masked.com,9328069167,Residential,B1,2.93,10141
300117,Cust_000117,user117@masked.com,9328069168,Residential,B1,9.03,10185
300118,Cust_000118,user118@masked.com,9328069169,Residential,A1,5.97,10065
300119,Cust_000119,user119@masked.com,9328069170,Residential,B1,7.96,10090
300120,Cust_000120,user120@masked.com,9328069171,Residential,B2,9.95,10213
300121,Cust_000121,user121@masked.com,9328069172,Residential,B2,1.77,10118
300122,Cust_000122,user122@masked.com,9328069173,Commercial,A1,11.76,10148
300123,Cust_000123,user123@masked.com,9328069174,Residential,A2,8.24,10106
300124,Cust_000124,user124@masked.com,9328069175,Residential,A1,6.77,10145
300125,Cust_000125,user125@masked.com,9328069176,Residential,A1,7.37,10111
300126,Cust_000126,user126@masked.com,9328069177,Residential,A1,4.07,10209
300127,Cust_000127,user127@masked.com,9328069178,Residential,A1,5.19,10190
300128,Cust_000128,user128@masked.com,9328069179,Residential,A1,9.53,10132
300129,Cust_000129,user129@masked.com,9328069180,Residential,C1,3.07,10074
300130,Cust_000130,user130@masked.com,9328069181,Residential,A1,8.89,10238
300131,Cust_000131,user131@masked.com,9328069182,Residential,A1,5.29,10167
300132,Cust_000132,user132@masked.com,9328069183,Residential,A1,1.47,10163
300133,Cust_000133,user133@masked.com,9328069184,Residential,B1,3.98,10149
300134,Cust_000134,user134@masked.com,9328069185,Residential,A1,5.76,10195
300135,Cust_000135,user135@masked.com,9328069186,Residential,B2,1.46,10163
300136,Cust_000136,user136@masked.com,9328069187,Residential,A1,3.61,10209
300137,Cust_000137,user137@masked.com,9328069188,Residential,C1,5.84,10006
300138,Cust_000138,user138@masked.com,9328069189,Residential,A1,1.28,10124
300139,Cust_000139,user139@masked.com,9328069190,Residential,B2,9.69,10104
300140,Cust_000140,user140@masked.com,9328069191,Residential,A2,4.78,10058
300141,Cust_000141,user141@masked.com,9328069192,Residential,A1,1.19,10065
300142,Cust_000142,user142@masked.com,9328069193,Residential,A2,6.91,10167
300143,Cust_000143,user143@masked.com,9328069194,Residential,C1,6.09,10100
300144,Cust_000144,user144@masked.com,9328069195,Residential,A2,7.63,10200
300145,Cust_000145,user145@masked.com,9328069196,Residential,B1,8.67,10005
300146,Cust_000146,user146@masked.com,9328069197,Industrial,A1,162.46,10037
300147,Cust_000147,user147@masked.com,9328069198,Residential,A2,1.45,10091
300148,Cust_000148,user148@masked.com,9328069199,Commercial,A2,17.15,10093
300149,Cust_000149,user149@masked.com,9328069200,Residential,A1,8.27,10178
300150,Cust_000150,user150@masked.com,9328069201,Residential,A2,5.05,10125
300151,Cust_000151,user151@masked.com,9328069202,Commercial,A1,35.3,10111
300152,Cust_000152,user152@masked.com,9328069203,Residential,A1,5.97,10213
300153,Cust_000153,user153@masked.com,9328069204,Residential,B2,3.99,10215
300154,Cust_000154,user154@masked.com,9328069205,Residential,A2,7.46,10010
300155,Cust_000155,user155@masked.com,9328069206,Residential,B2,4.54,10064
300156,Cust_000156,user156@masked.com,9328069207,Residential,A2,5.51,10177
300157,Cust_000157,user157@masked.com,9328069208,Commercial,B1,44.01,10208
300158,Cust_000158,user158@masked.com,9328069209,Residential,A1,4.83,10117
300159,Cust_000159,user159@masked.com,9328069210,Residential,B1,9.7,10215
300160,Cust_000160,user160@masked.com,9328069211,Residential,B1,2.27,10043
300161,Cust_000161,user161@masked.com,9328069212,Residential,A1,2.74,10140
300162,Cust_000162,user162@masked.com,9328069213,Residential,B2,9.35,10132
300163,Cust_000163,user163@masked.com,9328069214,Residential,A2,7.1,10118
300164,Cust_000164,user164@masked.com,9328069215,Residential,A2,5.48,10034
300165,Cust_000165,user165@masked.com,9328069216,Residential,C1,7.23,10132
300166,Cust_000166,user166@masked.com,9328069217,Residential,B1,3.3,10236
300167,Cust_000167,user167@masked.com,9328069218,Residential,A2,4.69,10162
300168,Cust_000168,user168@masked.com,9328069219,Commercial,A1,22.76,10156
300169,Cust_000169,user169@masked.com,9328069220,Residential,A1,9.6,10087
300170,Cust_000170,user170@masked.com,9328069221,Residential,A1,4.75,10017
300171,Cust_000171,user171@masked.com,9328069222,Residential,A2,8.67,10213
300172,Cust_000172,user172@masked.com,9328069223,Residential,A2,5.97,10172
300173,Cust_000173,user173@masked.com,9328069224,Residential,B2,4.41,10225
300174,Cust_000174,user174@masked.com,9328069225,Residential,A1,3.15,10179
300175,Cust_000175,user175@masked.com,9328069226,Residential,A2,6.36,10035
300176,Cust_000176,user176@masked.com,9328069227,Residential,B1,8.22,10078
300177,Cust_000177,user177@masked.com,9328069228,Residential,A2,1.01,10194
300178,Cust_000178,user178@masked.com,9328069229,Residential,A2,7.24,10147
300179,Cust_000179,user179@masked.com,9328069230,Residential,A1,1.29,10147
300180,Cust_000180,user180@masked.com,9328069231,Residential,A1,8.17,10210
300181,Cust_000181,user181@masked.com,9328069232,Residential,A2,4.97,10176
300182,Cust_000182,user182@masked.com,9328069233,Residential,A2,3.53,10107
300183,Cust_000183,user183@masked.com,9328069234,Residential,A2,3.88,10094
300184,Cust_000184,user184@masked.com,9328069235,Residential,A2,3.81,10179
300185,Cust_000185,user185@masked.com,9328069236,Residential,B1,7.04,10015
300186,Cust_000186,user186@masked.com,9328069237,Residential,A2,8.96,10032
300187,Cust_000187,user187@masked.com,9328069238,Residential,A2,7.36,10152
300188,Cust_000188,user188@masked.com,9328069239,Residential,A1,7.41,10043
300189,Cust_000189,user189@masked.com,9328069240,Residential,A2,2.64,10019
300190,Cust_000190,user190@masked.com,9328069241,Residential,B1,4.31,10215
300191,Cust_000191,user191@masked.com,9328069242,Residential,B2,2.69,10050
300192,Cust_000192,user192@masked.com,9328069243,Commercial,A2,12.57,10073
300193,Cust_000193,user193@masked.com,9328069244,Residential,A2,1.79,10007
300194,Cust_000194,user194@masked.com,9328069245,Residential,B1,4.9,10141
300195,Cust_000195,user195@masked.com,9328069246,Residential,A1,8.25,10162
300196,Cust_000196,user196@masked.com,9328069247,Industrial,A1,356.34,10076
300197,Cust_000197,user197@masked.com,9328069248,Commercial,A1,29.64,10125
300198,Cust_000198,user198@masked.com,9328069249,Residential,A2,5.04,10237
300199,Cust_000199,user199@masked.com,9328069250,Commercial,A1,45.32,10114
300200,Cust_000200,user200@masked.com,9328069251,Residential,A1,7.68,10219
300201,Cust_000201,user201@masked.com,9328069252,Residential,A2,4.54,10185
300202,Cust_000202,user202@masked.com,9328069253,Residential,A1,6.21,10042
300203,Cust_000203,user203@masked.com,9328069254,Residential,A1,5.34,10042
300204,Cust_000204,user204@masked.com,9328069255,Residential,A2,1.33,10187
300205,Cust_000205,user205@masked.com,9328069256,Residential,A1,2.27,10017
300206,Cust_000206,user206@masked.com,9328069257,Commercial,A2,39.24,10127
300207,Cust_000207,user207@masked.com,9328069258,Residential,A2,7.69,10081
300208,Cust_000208,user208@masked.com,9328069259,Residential,A2,3.56,10204
300209,Cust_000209,user209@masked.com,9328069260,Industrial,A2,414.83,10118
300210,Cust_000210,user210@masked.com,9328069261,Residential,A1,5.95,10203
300211,Cust_000211,user211@masked.com,9328069262,Residential,A2,6.93,10213
300212,Cust_000212,user212@masked.com,9328069263,Commercial,A2,16.91,10043
300213,Cust_000213,user213@masked.com,9328069264,Residential,A1,7.07,10222
300214,Cust_000214,user214@masked.com,9328069265,Residential,A2,2.88,10209
300215,Cust_000215,user215@masked.com,9328069266,Residential,A2,5.61,10091
300216,Cust_000216,user216@masked.com,9328069267,Residential,A2,8.1,10056
300217,Cust_000217,user217@masked.com,9328069268,Residential,B1,8.75,10166
300218,Cust_000218,user218@masked.com,9328069269,Residential,A1,3.14,10210
300219,Cust_000219,user219@masked.com,9328069270,Residential,B1,3.77,10129
300220,Cust_000220,user220@masked.com,9328069271,Commercial,B1,19.75,10158
300221,Cust_000221,user221@masked.com,9328069272,Residential,B2,9.25,10166
300222,Cust_000222,user222@masked.com,9328069273,Residential,A1,5.17,10030
300223,Cust_000223,user223@masked.com,9328069274,Residential,A2,9.39,10120
300224,Cust_000224,user224@masked.com,9328069275,Residential,A1,3.74,10201
300225,Cust_000225,user225@masked.com,9328069276,Residential,A2,6.67,10218
300226,Cust_000226,user226@masked.com,9328069277,Residential,A2,4.5,10114
300227,Cust_000227,user227@masked.com,9328069278,Industrial,A1,362.57,10046
300228,Cust_000228,user228@masked.com,9328069279,Residential,A1,6.47,10111
300229,Cust_000229,user229@masked.com,9328069280,Residential,B2,7.32,10047
300230,Cust_000230,user230@masked.com,9328069281,Residential,A2,2.14,10089
300231,Cust_000231,user231@masked.com,9328069282,Residential,A1,2.21,10221
300232,Cust_000232,user232@masked.com,9328069283,Residential,B2,7.06,10059
300233,Cust_000233,user233@masked.com,9328069284,Residential,B2,6.49,10227
300234,Cust_000234,user234@masked.com,9328069285,Residential,A2,8.47,10084
300235,Cust_000235,user235@masked.com,9328069286,Industrial,C1,55.45,10057
300236,Cust_000236,user236@masked.com,9328069287,Residential,C1,8.12,10027
300237,Cust_000237,user237@masked.com,9328069288,Residential,A2,4.29,10004
300238,Cust_000238,user238@masked.com,9328069289,Residential,A2,6.25,10005
300239,Cust_000239,user239@masked.com,9328069290,Industrial,A2,223.32,10211
300240,Cust_000240,user240@masked.com,9328069291,Residential,A1,6.87,10193
300241,Cust_000241,user241@masked.com,9328069292,Residential,C1,9.05,10170
300242,Cust_000242,user242@masked.com,9328069293,Residential,A2,1.45,10108
300243,Cust_000243,user243@masked.com,9328069294,Residential,B1,6.01,10121
300244,Cust_000244,user244@masked.com,9328069295,Residential,A2,5.4,10213
300245,Cust_000245,user245@masked.com,9328069296,Residential,A1,8.75,10217
300246,Cust_000246,user246@masked.com,9328069297,Residential,A1,4.91,10226
300247,Cust_000247,user247@masked.com,9328069298,Commercial,A2,29.89,10000
300248,Cust_000248,user248@masked.com,9328069299,Residential,A2,3,10007
300249,Cust_000249,user249@masked.com,9328069300,Residential,A1,9.52,10193
300250,Cust_000250,user250@masked.com,9328069301,Residential,C1,5,10080
300251,Cust_000251,user251@masked.com,9328069302,Commercial,A1,9.68,10176
300252,Cust_000252,user252@masked.com,9328069303,Residential,B1,6.13,10127
300253,Cust_000253,user253@masked.com,9328069304,Residential,B2,8.59,10206
300254,Cust_000254,user254@masked.com,9328069305,Residential,A2,4.22,10177
300255,Cust_000255,user255@masked.com,9328069306,Residential,B1,2.69,10194
300256,Cust_000256,user256@masked.com,9328069307,Residential,B2,7.13,10066
300257,Cust_000257,user257@masked.com,9328069308,Residential,A2,6.86,10185
300258,Cust_000258,user258@masked.com,9328069309,Residential,B2,8.36,10063
300259,Cust_000259,user259@masked.com,9328069310,Residential,A2,9.15,10220
300260,Cust_000260,user260@masked.com,9328069311,Residential,B1,8.66,10122
300261,Cust_000261,user261@masked.com,9328069312,Commercial,A1,28.08,10035
300262,Cust_000262,user262@masked.com,9328069313,Residential,A1,6.13,10033
300263,Cust_000263,user263@masked.com,9328069314,Residential,B2,6.14,10235
300264,Cust_000264,user264@masked.com,9328069315,Residential,A1,2.75,10138
300265,Cust_000265,user265@masked.com,9328069316,Residential,B2,3.1,10043
300266,Cust_000266,user266@masked.com,9328069317,Residential,C1,3.81,10048
300267,Cust_000267,user267@masked.com,9328069318,Residential,A1,5.12,10126
300268,Cust_000268,user268@masked.com,9328069319,Residential,C1,2.68,10000
300269,Cust_000269,user269@masked.com,9328069320,Industrial,A2,300,10033
300270,Cust_000270,user270@masked.com,9328069321,Residential,A1,7.86,10215
300271,Cust_000271,user271@masked.com,9328069322,Residential,A2,3.19,10120
300272,Cust_000272,user272@masked.com,9328069323,Industrial,A2,406.89,10024
300273,Cust_000273,user273@masked.com,9328069324,Residential,A1,6.63,10157
300274,Cust_000274,user274@masked.com,9328069325,Residential,A2,2.82,10075
300275,Cust_000275,user275@masked.com,9328069326,Residential,A1,2.49,10231
300276,Cust_000276,user276@masked.com,9328069327,Residential,B1,7.48,10115
300277,Cust_000277,user277@masked.com,9328069328,Residential,A2,4.64,10045
300278,Cust_000278,user278@masked.com,9328069329,Residential,A2,5.4,10078
300279,Cust_000279,user279@masked.com,9328069330,Residential,B1,7.09,10148
300280,Cust_000280,user280@masked.com,9328069331,Commercial,B2,39.65,10128
300281,Cust_000281,user281@masked.com,9328069332,Commercial,A1,6.49,10193
300282,Cust_000282,user282@masked.com,9328069333,Residential,A1,2.77,10009
300283,Cust_000283,user283@masked.com,9328069334,Residential,A2,3.02,10149
300284,Cust_000284,user284@masked.com,9328069335,Residential,A1,3.46,10166
300285,Cust_000285,user285@masked.com,9328069336,Residential,B1,5.53,10231
300286,Cust_000286,user286@masked.com,9328069337,Residential,A2,1.11,10222
300287,Cust_000287,user287@masked.com,9328069338,Residential,A1,2.92,10231
300288,Cust_000288,user288@masked.com,9328069339,Residential,A2,5.92,10156
300289,Cust_000289,user289@masked.com,9328069340,Residential,A2,8.35,10005
300290,Cust_000290,user290@masked.com,9328069341,Residential,B1,2.22,10176
300291,Cust_000291,user291@masked.com,9328069342,Residential,A1,2.69,10233
300292,Cust_000292,user292@masked.com,9328069343,Residential,A1,5.55,10063
300293,Cust_000293,user293@masked.com,9328069344,Residential,A2,8.4,10058
300294,Cust_000294,user294@masked.com,9328069345,Residential,B1,3.08,10163
300295,Cust_000295,user295@masked.com,9328069346,Residential,A1,3.6,10013
300296,Cust_000296,user296@masked.com,9328069347,Residential,B1,5.85,10078
300297,Cust_000297,user297@masked.com,9328069348,Residential,A1,5.79,10097
300298,Cust_000298,user298@masked.com,9328069349,Residential,B1,6.57,10036
300299,Cust_000299,user299@masked.com,9328069350,Residential,A1,3.32,10051
300300,Cust_000300,user300@masked.com,9328069351,Commercial,A1,32.02,10023
300301,Cust_000301,user301@masked.com,9328069352,Residential,C1,7.37,10043
300302,Cust_000302,user302@masked.com,9328069353,Residential,A2,8.35,10094
300303,Cust_000303,user303@masked.com,9328069354,Commercial,A2,31.04,10152
300304,Cust_000304,user304@masked.com,9328069355,Residential,A1,8.09,10154
300305,Cust_000305,user305@masked.com,9328069356,Residential,C1,3.27,10030
300306,Cust_000306,user306@masked.com,9328069357,Residential,A1,4.14,10235
300307,Cust_000307,user307@masked.com,9328069358,Residential,A1,5.95,10235
300308,Cust_000308,user308@masked.com,9328069359,Residential,B2,6.28,10183
300309,Cust_000309,user309@masked.com,9328069360,Residential,A2,4.07,10112
300310,Cust_000310,user310@masked.com,9328069361,Residential,A1,1.59,10003
300311,Cust_000311,user311@masked.com,9328069362,Commercial,A2,16.82,10046
300312,Cust_000312,user312@masked.com,9328069363,Residential,A1,8.07,10123
300313,Cust_000313,user313@masked.com,9328069364,Residential,A1,3.82,10208
300314,Cust_000314,user314@masked.com,9328069365,Residential,A2,2.77,10227
300315,Cust_000315,user315@masked.com,9328069366,Residential,B1,5.52,10233
300316,Cust_000316,user316@masked.com,9328069367,Residential,B2,3.41,10001
300317,Cust_000317,user317@masked.com,9328069368,Residential,B2,1.13,10086
300318,Cust_000318,user318@masked.com,9328069369,Residential,A2,1.61,10223
300319,Cust_000319,user319@masked.com,9328069370,Residential,B2,4.41,10116
300320,Cust_000320,user320@masked.com,9328069371,Residential,B2,6.12,10067
300321,Cust_000321,user321@masked.com,9328069372,Residential,A2,9.19,10154
300322,Cust_000322,user322@masked.com,9328069373,Residential,A2,6.5,10005
300323,Cust_000323,user323@masked.com,9328069374,Residential,A1,5.03,10079
300324,Cust_000324,user324@masked.com,9328069375,Residential,A2,3.06,10161
300325,Cust_000325,user325@masked.com,9328069376,Commercial,A1,31.08,10238
300326,Cust_000326,user326@masked.com,9328069377,Residential,A1,8.05,10172
300327,Cust_000327,user327@masked.com,9328069378,Residential,B1,1.35,10127
300328,Cust_000328,user328@masked.com,9328069379,Residential,A1,4.98,10029
300329,Cust_000329,user329@masked.com,9328069380,Residential,A1,9.15,10226
300330,Cust_000330,user330@masked.com,9328069381,Residential,B2,9.72,10132
300331,Cust_000331,user331@masked.com,9328069382,Residential,A1,6.38,10183
300332,Cust_000332,user332@masked.com,9328069383,Residential,A2,4.49,10151
300333,Cust_000333,user333@masked.com,9328069384,Residential,A2,8.29,10095
300334,Cust_000334,user334@masked.com,9328069385,Residential,C1,8.71,10205
300335,Cust_000335,user335@masked.com,9328069386,Residential,C1,4.2,10108
300336,Cust_000336,user336@masked.com,9328069387,Residential,A2,5.46,10112
300337,Cust_000337,user337@masked.com,9328069388,Residential,A2,8.5,10116
300338,Cust_000338,user338@masked.com,9328069389,Residential,C1,6.65,10015
300339,Cust_000339,user339@masked.com,9328069390,Residential,A1,6.98,10182
300340,Cust_000340,user340@masked.com,9328069391,Commercial,A2,16.39,10225
300341,Cust_000341,user341@masked.com,9328069392,Residential,A2,7.63,10186
300342,Cust_000342,user342@masked.com,9328069393,Residential,A1,1.85,10145
300343,Cust_000343,user343@masked.com,9328069394,Residential,A2,6.29,10069
300344,Cust_000344,user344@masked.com,9328069395,Residential,A2,7.14,10099
300345,Cust_000345,user345@masked.com,9328069396,Residential,B1,8.91,10235
300346,Cust_000346,user346@masked.com,9328069397,Residential,A2,8.85,10168
300347,Cust_000347,user347@masked.com,9328069398,Residential,B1,4.18,10233
300348,Cust_000348,user348@masked.com,9328069399,Residential,B1,6.47,10234
300349,Cust_000349,user349@masked.com,9328069400,Residential,B2,3.7,10062
300350,Cust_000350,user350@masked.com,9328069401,Residential,A1,3.79,10022
300351,Cust_000351,user351@masked.com,9328069402,Residential,A2,7.15,10110
300352,Cust_000352,user352@masked.com,9328069403,Residential,A1,9.4,10164
300353,Cust_000353,user353@masked.com,9328069404,Residential,A1,1.94,10159
300354,Cust_000354,user354@masked.com,9328069405,Residential,C1,2.3,10085
300355,Cust_000355,user355@masked.com,9328069406,Commercial,B1,12.2,10187
300356,Cust_000356,user356@masked.com,9328069407,Residential,A2,7.25,10050
300357,Cust_000357,user357@masked.com,9328069408,Residential,A1,5.36,10230
300358,Cust_000358,user358@masked.com,9328069409,Residential,B1,5.45,10107
300359,Cust_000359,user359@masked.com,9328069410,Residential,A1,5.1,10224
300360,Cust_000360,user360@masked.com,9328069411,Residential,A1,1.2,10089
300361,Cust_000361,user361@masked.com,9328069412,Residential,A1,8.91,10195
300362,Cust_000362,user362@masked.com,9328069413,Residential,A2,3.92,10206
300363,Cust_000363,user363@masked.com,9328069414,Residential,A2,1.67,10157
300364,Cust_000364,user364@masked.com,9328069415,Residential,B1,3.39,10025
300365,Cust_000365,user365@masked.com,9328069416,Residential,A2,2.08,10197
300366,Cust_000366,user366@masked.com,9328069417,Residential,B2,2.62,10051
300367,Cust_000367,user367@masked.com,9328069418,Residential,A1,5.72,10182
300368,Cust_000368,user368@masked.com,9328069419,Residential,A2,5.61,10182
300369,Cust_000369,user369@masked.com,9328069420,Residential,A2,4.08,10107
300370,Cust_000370,user370@masked.com,9328069421,Residential,B1,6.69,10017
300371,Cust_000371,user371@masked.com,9328069422,Residential,B2,3.31,10237
300372,Cust_000372,user372@masked.com,9328069423,Residential,A1,3.24,10228
300373,Cust_000373,user373@masked.com,9328069424,Residential,A2,1.04,10002
300374,Cust_000374,user374@masked.com,9328069425,Residential,B1,6.06,10198
